name,mobile,email,password,taluka,district
Seema Deshpande,6409135686,seemadeshpande@nexora.in,farm123,Sengaon,Hingoli
Vinod Bhandare,7018949248,vinodbhandare@nexora.in,farm123,Mantha,Jalna
Narayan Shelke,6715663796,narayanshelke@nexora.in,farm123,Dharni,Amravati
Keshav Vibhute,9174448032,keshavvibhute@nexora.in,farm123,Shrigonda,Ahilyanagar (Ahmednagar)
Umesh Zaware,6952468401,umeshzaware@nexora.in,farm123,Bhiwandi,Thane
Sachin Ghorpade,9523070963,sachinghorpade@nexora.in,farm123,Karad,Satara
Shankar Suryawanshi,8911909850,shankarsuryawa@nexora.in,farm123,Malad,Mumbai Suburban
Rupali Powar,7221787698,rupalipowar@nexora.in,farm123,Tumsar,Bhandara
Manohar Yeole,6235580150,manoharyeole@nexora.in,farm123,Pandharpur,Solapur
Anita Gawali,6321041259,anitagawali@nexora.in,farm123,Latur,Latur
Sunita Chavan,7147715749,sunitachavan@nexora.in,farm123,Akole,Ahilyanagar (Ahmednagar)
Suresh Rathod,6601273751,sureshrathod@nexora.in,farm123,Phaltan,Satara
Sopan Chavan,7771232566,sopanchavan@nexora.in,farm123,Sangamner,Ahilyanagar (Ahmednagar)
Mangal Landge,8383659405,mangallandge@nexora.in,farm123,Ratnagiri,Ratnagiri
Sindhu Ohol,8130790266,sindhuohol2@nexora.in,farm123,Kuhi,Nagpur
Dattatray Deshpande,6460974569,dattatraydeshp@nexora.in,farm123,Andheri,Mumbai Suburban
Kiran Chougule,6715257389,kiranchougule@nexora.in,farm123,Amravati,Amravati
Govind Rasal,8764012707,govindrasal@nexora.in,farm123,Kudal,Sindhudurg
Swati Patil,6428442011,swatipatil@nexora.in,farm123,Dadar,Mumbai City
Sanjay Wagh,7854454648,sanjaywagh@nexora.in,farm123,Thane,Thane
Laxman Jare,9323160948,laxmanjare@nexora.in,farm123,Darwha,Yavatmal
Vimal Randhawa,7767670331,vimalrandhawa@nexora.in,farm123,Desaiganj,Gadchiroli
Eknath Yeole,9053203678,eknathyeole@nexora.in,farm123,Chikhli,Buldhana
Rahul Chougule,7373756893,rahulchougule@nexora.in,farm123,Paranda,Dharashiv (Osmanabad)
Madhuri Lokhande,9918908958,madhurilokhand@nexora.in,farm123,Pen,Raigad
Santosh Bhosale,7279849354,santoshbhosale2@nexora.in,farm123,Kudal,Sindhudurg
Sachin Patil,8414087572,sachinpatil@nexora.in,farm123,Bhor,Pune
Chhaya Deshmukh,6633881426,chhayadeshmukh@nexora.in,farm123,Rahuri,Ahilyanagar (Ahmednagar)
Ramesh Rathod,8944553552,rameshrathod@nexora.in,farm123,Washim,Washim
Kavita Zende,9106985883,kavitazende@nexora.in,farm123,Byculla,Mumbai City
Yashwant Ubale,7696524784,yashwantubale@nexora.in,farm123,Sillod,Chhatrapati Sambhajinagar (Aurangabad)
Ravindra Jare,7828556665,ravindrajare@nexora.in,farm123,Panhala,Kolhapur
Kalpana Kadam,9903053632,kalpanakadam2@nexora.in,farm123,Kelapur,Yavatmal
Kailas Shelke,9910763736,kailasshelke@nexora.in,farm123,Hingoli,Hingoli
Jagdish Tupe,7096847617,jagdishtupe@nexora.in,farm123,Khatav,Satara
Arun Mahajan,6583924346,arunmahajan@nexora.in,farm123,Arvi,Wardha
Prakash Pawar,6259832592,prakashpawar@nexora.in,farm123,Malegaon,Nashik
Ramesh Hande,7139218448,rameshhande@nexora.in,farm123,Anjangaon-Surji,Amravati
Maruti Bansode,9656346940,marutibansode@nexora.in,farm123,Navapur,Nandurbar
Bhausaheb Holkar,9687051843,bhausahebholka2@nexora.in,farm123,Sindkhed Raja,Buldhana
Narayan Damle,7121527170,narayandamle@nexora.in,farm123,Talode,Nandurbar
Bhausaheb Hiwale,6227798967,bhausahebhiwal@nexora.in,farm123,Pandharpur,Solapur
Archana Fadnavis,8412921826,archanafadnavi@nexora.in,farm123,Udgir,Latur
Vinod Rane,7560410996,vinodrane2@nexora.in,farm123,Tuljapur,Dharashiv (Osmanabad)
Seema Kachare,6395143224,seemakachare@nexora.in,farm123,Murbad,Thane
Kalpana Kadam,9903789331,kalpanakadam@nexora.in,farm123,Hadgaon,Nanded
Vinod Gaikwad,7361117316,vinodgaikwad2@nexora.in,farm123,Bodwad,Jalgaon
Hanumant Gaikwad,9499380554,hanumantgaikwa@nexora.in,farm123,Khamgaon,Buldhana
Ravi Kale,7668339970,ravikale@nexora.in,farm123,Poladpur,Raigad
Narayan Landge,6953426326,narayanlandge@nexora.in,farm123,Shegaon,Buldhana
Eknath Pawar,8241464523,eknathpawar@nexora.in,farm123,Nagpur Rural,Nagpur
Yashwant Pardeshi,7010208566,yashwantpardes@nexora.in,farm123,Daund,Pune
Madhukar Randhawa,7885310500,madhukarrandha@nexora.in,farm123,Gangapur,Chhatrapati Sambhajinagar (Aurangabad)
Balasaheb Zaware,7412193666,balasahebzawar@nexora.in,farm123,Ajra,Kolhapur
Dattatray Vhatkar,8281324755,dattatrayvhatk@nexora.in,farm123,Panhala,Kolhapur
Shankar Chougule,7651329428,shankarchougul@nexora.in,farm123,Malwan,Sindhudurg
Zaheer Zende,7623350876,zaheerzende@nexora.in,farm123,Hadgaon,Nanded
Ishwar Gawali,9222980278,ishwargawali@nexora.in,farm123,Dapoli,Ratnagiri
Ravi Zende,8665660261,ravizende@nexora.in,farm123,Velhe,Pune
Nitin Khedkar,8466947815,nitinkhedkar@nexora.in,farm123,Paithan,Chhatrapati Sambhajinagar (Aurangabad)
Nitin Salunkhe,6417802289,nitinsalunkhe@nexora.in,farm123,Majalgaon,Beed
Tanaji Chavhan,6155266447,tanajichavhan2@nexora.in,farm123,Nandurbar,Nandurbar
Namdev Takawale,7466610101,namdevtakawale@nexora.in,farm123,Vaijapur,Chhatrapati Sambhajinagar (Aurangabad)
Ashok Patil,9171470905,ashokpatil@nexora.in,farm123,Lakhani,Bhandara
Nitin Mahajan,6610294639,nitinmahajan@nexora.in,farm123,Osmanabad,Dharashiv (Osmanabad)
Anand Hiwale,9408849416,anandhiwale@nexora.in,farm123,Tiroda,Gondia
Hanumant Sathe,9108136390,hanumantsathe@nexora.in,farm123,Badnapur,Jalna
Prashant Jagtap,6460088004,prashantjagtap@nexora.in,farm123,Hadgaon,Nanded
Sopan Kadam,8179199204,sopankadam@nexora.in,farm123,Chiplun,Ratnagiri
Maruti Thorat,6218331268,marutithorat@nexora.in,farm123,Maan,Satara
Balasaheb Deshmukh,8248917994,balasahebdeshm@nexora.in,farm123,Georai,Beed
Dilip Kulkarni,8145684480,dilipkulkarni@nexora.in,farm123,Digras,Yavatmal
Bharat Hiwale,7228290483,bharathiwale@nexora.in,farm123,Akot,Akola
Vandana Ubale,8219584221,vandanaubale@nexora.in,farm123,Jamner,Jalgaon
Ravindra Bansode,8684744186,ravindrabansod@nexora.in,farm123,Sadak-Arjuni,Gondia
Sunanda Kadam,9524439785,sunandakadam@nexora.in,farm123,Nagbhid,Chandrapur
Anita Fadnavis,7622250466,anitafadnavis@nexora.in,farm123,Georai,Beed
Bapurao More,8181339274,bapuraomore@nexora.in,farm123,Deoni,Latur
Vasant Landge,9434684716,vasantlandge2@nexora.in,farm123,Karanja,Washim
Pooja Ubhe,7405150859,poojaubhe@nexora.in,farm123,Kagal,Kolhapur
Manohar Pawar,9064105784,manoharpawar2@nexora.in,farm123,Seloo,Wardha
Pooja Salunkhe,8996675442,poojasalunkhe@nexora.in,farm123,Mandangad,Ratnagiri
Ramchandra Mhaske,9692391033,ramchandramhas@nexora.in,farm123,Korchi,Gadchiroli
Vinod Gaikwad,9681103882,vinodgaikwad@nexora.in,farm123,Shrivardhan,Raigad
Sachin Adsul,9101995658,sachinadsul@nexora.in,farm123,Malegaon,Nashik
Balasaheb Landge,9101341952,balasaheblandg@nexora.in,farm123,Nagpur Rural,Nagpur
Bandu Thorat,8429765388,banduthorat@nexora.in,farm123,Mangalvedhe,Solapur
Usha Powar,6712911774,ushapowar@nexora.in,farm123,Sailu,Parbhani
Radhika Salunkhe,9493064653,radhikasalunkh@nexora.in,farm123,Paithan,Chhatrapati Sambhajinagar (Aurangabad)
Usha Nikam,7905587716,ushanikam@nexora.in,farm123,Navapur,Nandurbar
Maruti Ghule,6097771984,marutighule@nexora.in,farm123,Nandgaon Khandeshwar,Amravati
Suresh More,9516151458,sureshmore@nexora.in,farm123,Sakri,Dhule
Vasant Hande,6197789727,vasanthande@nexora.in,farm123,Chandgad,Kolhapur
Govind Shinde,6358695028,govindshinde@nexora.in,farm123,Dharangaon,Jalgaon
Usha Kadam,9814639723,ushakadam2@nexora.in,farm123,Paithan,Chhatrapati Sambhajinagar (Aurangabad)
Bharat Ohol,8608939301,bharatohol2@nexora.in,farm123,Mohadi,Bhandara
Bharat Rane,8586121303,bharatrane@nexora.in,farm123,Phulambri,Chhatrapati Sambhajinagar (Aurangabad)
Ganesh Jare,9876659916,ganeshjare@nexora.in,farm123,Ambarnath,Thane
Neelam Bhosale,8611225225,neelambhosale@nexora.in,farm123,Kamptee,Nagpur
Bhausaheb Jagtap,6975404713,bhausahebjagta@nexora.in,farm123,Jawhar,Palghar
Vasant Nalawade,7262377164,vasantnalawade@nexora.in,farm123,Latur,Latur
Govind Fadnavis,6274937701,govindfadnavis@nexora.in,farm123,Tasgaon,Sangli
Baban Damle,6241146179,babandamle@nexora.in,farm123,Aheri,Gadchiroli
Pooja Bhosale,9035794948,poojabhosale@nexora.in,farm123,Yavatmal,Yavatmal
Baburao Gadhave,9586196935,baburaogadhave@nexora.in,farm123,Shirpur,Dhule
Arun Ohol,9515390747,arunohol@nexora.in,farm123,Salekasa,Gondia
Baban Hiwale,8807277331,babanhiwale@nexora.in,farm123,Digras,Yavatmal
Vishal Landge,7742337311,vishallandge@nexora.in,farm123,Pauni,Bhandara
Bharat More,7107794666,bharatmore@nexora.in,farm123,Achalpur,Amravati
Tukaram Pardeshi,9974778016,tukarampardesh@nexora.in,farm123,Niphad,Nashik
Rahul Pawar,6317846184,rahulpawar@nexora.in,farm123,Naigaon,Nanded
Madhukar Kachare,9314311080,madhukarkachar2@nexora.in,farm123,Hinganghat,Wardha
Pushpa Deshmukh,6184593221,pushpadeshmukh@nexora.in,farm123,Tiroda,Gondia
Vithal Holkar,7458571570,vithalholkar@nexora.in,farm123,Paranda,Dharashiv (Osmanabad)
Tanaji Nalawade,7980080263,tanajinalawade2@nexora.in,farm123,Yeola,Nashik
Dilip Kachare,7776205914,dilipkachare@nexora.in,farm123,Nagar,Ahilyanagar (Ahmednagar)
Lata Sable,9094439310,latasable@nexora.in,farm123,Peth,Nashik
Tanaji Khedkar,8910568386,tanajikhedkar@nexora.in,farm123,Bhum,Dharashiv (Osmanabad)
Gopichand Kachare,6345998924,gopichandkacha@nexora.in,farm123,Murud,Raigad
Yogesh Zende,9449150592,yogeshzende@nexora.in,farm123,Trimbakeshwar,Nashik
Madhuri Hiwale,9718728190,madhurihiwale@nexora.in,farm123,Niphad,Nashik
Anil Kadam,9966867762,anilkadam@nexora.in,farm123,Loha,Nanded
Sunanda Chavhan,8392482667,sunandachavhan@nexora.in,farm123,Sakoli,Bhandara
Govind Mhaske,6785641939,govindmhaske@nexora.in,farm123,Dahanu,Palghar
Anita Ghadge,6485585733,anitaghadge@nexora.in,farm123,Kalamnuri,Hingoli
Pandurang Yeole,9268067414,pandurangyeole@nexora.in,farm123,Kandhar,Nanded
Vijay Bhosale,8118228693,vijaybhosale@nexora.in,farm123,Shirol,Kolhapur
Sunil Randhawa,6561242401,sunilrandhawa@nexora.in,farm123,Wadwani,Beed
Balasaheb Holkar,7374872549,balasahebholka@nexora.in,farm123,Mulchera,Gadchiroli
Rajesh Khedkar,8537691410,rajeshkhedkar@nexora.in,farm123,Bodwad,Jalgaon
Kamal Pawar,9064859176,kamalpawar2@nexora.in,farm123,Lakhandur,Bhandara
Lata Mahajan,6222967266,latamahajan@nexora.in,farm123,Shirpur,Dhule
Ishwar Chougule,7255132144,ishwarchougule2@nexora.in,farm123,Bhandara,Bhandara
Bapurao Zende,7065335414,bapuraozende@nexora.in,farm123,Ausa,Latur
Pandurang Waghmare,8377327160,pandurangwaghm@nexora.in,farm123,Mokhada,Palghar
Yogesh Damle,7826423585,yogeshdamle@nexora.in,farm123,Dhule,Dhule
Meera Mahajan,7236530413,meeramahajan@nexora.in,farm123,Khanapur,Sangli
Radhika Suryawanshi,6048879499,radhikasuryawa@nexora.in,farm123,Chandrapur,Chandrapur
Sachin Shinde,6587232705,sachinshinde@nexora.in,farm123,Wadwani,Beed
Raghunath Yeole,8037469217,raghunathyeole2@nexora.in,farm123,Sangole,Solapur
Usha Vhatkar,9199422343,ushavhatkar@nexora.in,farm123,Madha,Solapur
Baban Shelke,7339509589,babanshelke@nexora.in,farm123,Hatkanangale,Kolhapur
Santosh Ubale,8811543997,santoshubale@nexora.in,farm123,Shevgaon,Ahilyanagar (Ahmednagar)
Manohar Kulkarni,9117178743,manoharkulkarn@nexora.in,farm123,Kaij,Beed
Anita Suryawanshi,9394377328,anitasuryawans@nexora.in,farm123,Jalgaon Jamod,Buldhana
Pooja Dabhade,9413857255,poojadabhade@nexora.in,farm123,Sudhagad-Pali,Raigad
Swati Nalawade,8774798687,swatinalawade2@nexora.in,farm123,Ausa,Latur
Sopan Randhawa,6994660863,sopanrandhawa@nexora.in,farm123,Khed,Ratnagiri
Sunanda Jare,6741854095,sunandajare@nexora.in,farm123,Ambarnath,Thane
Amol Gaikwad,7452504342,amolgaikwad@nexora.in,farm123,Phulambri,Chhatrapati Sambhajinagar (Aurangabad)
Shrikant Landge,9189866766,shrikantlandge@nexora.in,farm123,Rahata,Ahilyanagar (Ahmednagar)
Mangesh Damle,9217596962,mangeshdamle@nexora.in,farm123,Deoli,Wardha
Meera Kulkarni,7349343090,meerakulkarni@nexora.in,farm123,Purna,Parbhani
Narayan Patil,6206027188,narayanpatil@nexora.in,farm123,Aurangabad,Chhatrapati Sambhajinagar (Aurangabad)
Bhausaheb Hande,9392981156,bhausahebhande@nexora.in,farm123,Shevgaon,Ahilyanagar (Ahmednagar)
Popat Ubhe,6423215329,popatubhe@nexora.in,farm123,Sakri,Dhule
Madhukar Bhagat,9664926304,madhukarbhagat@nexora.in,farm123,Dhadgaon,Nandurbar
Ravi Kale,9669627986,ravikale2@nexora.in,farm123,Kagal,Kolhapur
Shankar Joshi,7179731915,shankarjoshi2@nexora.in,farm123,Sindkheda,Dhule
Ramchandra Kadam,8979554444,ramchandrakada@nexora.in,farm123,Karad,Satara
Prakash Landge,9156882572,prakashlandge@nexora.in,farm123,Vada,Palghar
Manohar Hande,9711591886,manoharhande@nexora.in,farm123,Ambegaon,Pune
Shrikant Ghorpade,8427409736,shrikantghorpa@nexora.in,farm123,Mahad,Raigad
Neelam Salunkhe,9168488991,neelamsalunkhe@nexora.in,farm123,Jintur,Parbhani
Usha Jadhav,9870302163,ushajadhav@nexora.in,farm123,Shahuwadi,Kolhapur
Madhuri Solanke,8257616237,madhurisolanke@nexora.in,farm123,Kopargaon,Ahilyanagar (Ahmednagar)
Prashant Gawali,9395729410,prashantgawali2@nexora.in,farm123,Deulgaon Raja,Buldhana
Keshav Chougule,9946616231,keshavchougule2@nexora.in,farm123,Karjat,Ahilyanagar (Ahmednagar)
Prashant Thorat,8993924277,prashantthorat@nexora.in,farm123,Akola,Akola
Baburao Deshmukh,6413269840,baburaodeshmuk@nexora.in,farm123,Koregaon,Satara
Rupali Salunkhe,7582444557,rupalisalunkhe@nexora.in,farm123,Basmath,Hingoli
Vishal Zende,9135324256,vishalzende2@nexora.in,farm123,Dadar,Mumbai City
Nanda Dabhade,8736574161,nandadabhade2@nexora.in,farm123,Bhudargad,Kolhapur
Mangal Randhawa,7657257988,mangalrandhawa@nexora.in,farm123,Mandangad,Ratnagiri
Manisha Patil,9315899121,manishapatil@nexora.in,farm123,Mokhada,Palghar
Baburao Nalawade,8698128672,baburaonalawad@nexora.in,farm123,Deori,Gondia
Vijay Deshpande,9895877063,vijaydeshpande@nexora.in,farm123,Deoni,Latur
Seema Takawale,7657382939,seematakawale@nexora.in,farm123,Motala,Buldhana
Nitin Kale,9980019438,nitinkale@nexora.in,farm123,Khed,Ratnagiri
Keshav Rasal,9795237710,keshavrasal@nexora.in,farm123,Ambarnath,Thane
Seema Kulkarni,6655418399,seemakulkarni@nexora.in,farm123,Parseoni,Nagpur
Sunanda Thorat,8808324312,sunandathorat@nexora.in,farm123,Nevasa,Ahilyanagar (Ahmednagar)
Swati Deshmukh,8397611970,swatideshmukh@nexora.in,farm123,Murud,Raigad
Yamuna Patil,6356686468,yamunapatil2@nexora.in,farm123,Akkalkuwa,Nandurbar
Mangal Pawar,8717981839,mangalpawar@nexora.in,farm123,Patur,Akola
Ramchandra Kulkarni,9736334302,ramchandrakulk@nexora.in,farm123,Bodwad,Jalgaon
Amol Ghorpade,7227298738,amolghorpade2@nexora.in,farm123,Aundha Nagnath,Hingoli
Kailas Thorat,7336082331,kailasthorat@nexora.in,farm123,Bhiwapur,Nagpur
Kavita Solanke,6678403490,kavitasolanke@nexora.in,farm123,Katol,Nagpur
Narayan Pawar,7755490385,narayanpawar@nexora.in,farm123,Kalamnuri,Hingoli
Ramesh Gaikwad,7420315560,rameshgaikwad@nexora.in,farm123,Borivali,Mumbai Suburban
Vijay Bhagat,6372639701,vijaybhagat@nexora.in,farm123,Bhokar,Nanded
Pandurang Ubale,9273547128,pandurangubale@nexora.in,farm123,Hingoli,Hingoli
Anita Patil,7040650361,anitapatil@nexora.in,farm123,Dharmabad,Nanded
Baburao More,8693609491,baburaomore@nexora.in,farm123,Bhandara,Bhandara
Yamuna Kulkarni,6424856739,yamunakulkarni@nexora.in,farm123,Dapoli,Ratnagiri
Sarika Holkar,7740068827,sarikaholkar@nexora.in,farm123,Ulhasnagar,Thane
Baburao Landge,7533642070,baburaolandge@nexora.in,farm123,Shirol,Kolhapur
Dnyaneshwar Hande,6192548816,dnyaneshwarhan2@nexora.in,farm123,Ambarnath,Thane
Baban Takawale,6119496083,babantakawale2@nexora.in,farm123,Badnapur,Jalna
Prakash Takawale,6791380586,prakashtakawal@nexora.in,farm123,Kandhar,Nanded
Jagdish Powar,8953573896,jagdishpowar@nexora.in,farm123,Uran,Raigad
Deepak Randhawa,7710631006,deepakrandhawa2@nexora.in,farm123,Nandurbar,Nandurbar
Usha Salunkhe,8377638182,ushasalunkhe@nexora.in,farm123,Desaiganj,Gadchiroli
Shobha Rathod,8331845802,shobharathod@nexora.in,farm123,Shrivardhan,Raigad
Sachin Dhumal,7469948573,sachindhumal@nexora.in,farm123,Haveli,Pune
Prakash Randhawa,7207334796,prakashrandhaw@nexora.in,farm123,Trimbakeshwar,Nashik
Suresh Mhaske,9425385018,sureshmhaske@nexora.in,farm123,Dadar,Mumbai City
Nanda Takawale,9284587245,nandatakawale@nexora.in,farm123,Palghar,Palghar
Madhuri Dabhade,9340678123,madhuridabhade@nexora.in,farm123,Gangakhed,Parbhani
Rupali Wagh,7505048540,rupaliwagh2@nexora.in,farm123,Gangakhed,Parbhani
Yamuna Sable,8538295327,yamunasable@nexora.in,farm123,Tumsar,Bhandara
Govind Jagtap,8698149796,govindjagtap@nexora.in,farm123,Yavatmal,Yavatmal
Usha Ghadge,9136799784,ushaghadge@nexora.in,farm123,Pachora,Jalgaon
Pravin Gaikwad,7431940797,pravingaikwad@nexora.in,farm123,Murud,Raigad
Yamuna Salunkhe,8113053705,yamunasalunkhe@nexora.in,farm123,Wani,Yavatmal
Suresh Joshi,6734940583,sureshjoshi@nexora.in,farm123,Shirur-Kasar,Beed
Milind Lokhande,8601267067,milindlokhande@nexora.in,farm123,Telhara,Akola
Vithal Borate,9439618666,vithalborate@nexora.in,farm123,Patan,Satara
Raghunath Ubhe,7348207134,raghunathubhe2@nexora.in,farm123,Sadak-Arjuni,Gondia
Laxman More,8533389846,laxmanmore@nexora.in,farm123,Kalyan,Thane
Eknath Satpute,8509204269,eknathsatpute@nexora.in,farm123,Aundha Nagnath,Hingoli
Bapurao Deshpande,8827649392,bapuraodeshpan@nexora.in,farm123,Koregaon,Satara
Milind Fadnavis,9633207343,milindfadnavis@nexora.in,farm123,Warora,Chandrapur
Chhaya Sathe,6553432158,chhayasathe@nexora.in,farm123,Khuldabad,Chhatrapati Sambhajinagar (Aurangabad)
Vandana Satpute,7354397217,vandanasatpute@nexora.in,farm123,Mangrulpir,Washim
Nitin Yeole,7153791818,nitinyeole@nexora.in,farm123,Karmala,Solapur
Lata Shinde,7671074656,latashinde@nexora.in,farm123,Mangalvedhe,Solapur
Sunita Thorat,7698064556,sunitathorat@nexora.in,farm123,Talasari,Palghar
Sanjay Vhatkar,9882134521,sanjayvhatkar@nexora.in,farm123,Hatkanangale,Kolhapur
Umesh Gaikwad,8736559811,umeshgaikwad2@nexora.in,farm123,Shirur Anantpal,Latur
Maruti Vhatkar,9165084327,marutivhatkar@nexora.in,farm123,Dodamarg,Sindhudurg
Archana Ghorpade,7823725448,archanaghorpad@nexora.in,farm123,Shirur,Pune
Sanjay Shinde,9272125808,sanjayshinde@nexora.in,farm123,Dahanu,Palghar
Vasant Naikwadi,7355048822,vasantnaikwadi@nexora.in,farm123,Vengurla,Sindhudurg
Meera Deshmukh,6505238041,meeradeshmukh@nexora.in,farm123,Erandol,Jalgaon
Lata Sable,8970310668,latasable2@nexora.in,farm123,Panhala,Kolhapur
Archana Jadhav,7700059900,archanajadhav@nexora.in,farm123,Maregaon,Yavatmal
Mangal Chougule,6624259587,mangalchougule@nexora.in,farm123,Malwan,Sindhudurg
Prashant Lokhande,6746806123,prashantlokhan@nexora.in,farm123,Purna,Parbhani
Kamal Nalawade,9779295743,kamalnalawade@nexora.in,farm123,Dindori,Nashik
Keshav Bhosale,6029828974,keshavbhosale@nexora.in,farm123,Manora,Washim
Kavita Solanke,6299494399,kavitasolanke2@nexora.in,farm123,Manwath,Parbhani
Kailas Randhawa,8178522103,kailasrandhawa@nexora.in,farm123,Maval,Pune
Ravindra Bhandare,6931412662,ravindrabhanda@nexora.in,farm123,Dindori,Nashik
Seema Ghule,7017096471,seemaghule@nexora.in,farm123,Poladpur,Raigad
Sunil Vibhute,9258212461,sunilvibhute@nexora.in,farm123,Gangapur,Chhatrapati Sambhajinagar (Aurangabad)
Maruti Chavhan,8733421155,marutichavhan@nexora.in,farm123,Kagal,Kolhapur
Umesh Rathod,6411109456,umeshrathod@nexora.in,farm123,Solapur South,Solapur
Ramesh Jagtap,8141996840,rameshjagtap@nexora.in,farm123,Patur,Akola
Sarika Hande,6539877788,sarikahande@nexora.in,farm123,Dhule,Dhule
Krushna Kulkarni,7453645865,krushnakulkarn2@nexora.in,farm123,Kalamnuri,Hingoli
Bandu Kale,8030928126,bandukale@nexora.in,farm123,Deoli,Wardha
Sadashiv Rasal,7899770593,sadashivrasal@nexora.in,farm123,Fort,Mumbai City
Suresh Khedkar,9754135313,sureshkhedkar@nexora.in,farm123,Dhule,Dhule
Nanda Holkar,9880504269,nandaholkar@nexora.in,farm123,Parel,Mumbai City
Raghunath Suryawanshi,8527317217,raghunathsurya@nexora.in,farm123,Nagpur Urban,Nagpur
Nitin Waghmare,6421702743,nitinwaghmare@nexora.in,farm123,Narkhed,Nagpur
Anita Gaikwad,8688922007,anitagaikwad@nexora.in,farm123,Paithan,Chhatrapati Sambhajinagar (Aurangabad)
Pooja Nikam,6267900935,poojanikam@nexora.in,farm123,Washi,Dharashiv (Osmanabad)
Bharat Ohol,7484620414,bharatohol@nexora.in,farm123,Partur,Jalna
Ajit Suryawanshi,9377408730,ajitsuryawansh@nexora.in,farm123,Bandra,Mumbai Suburban
Bandu More,7008091128,bandumore@nexora.in,farm123,Parel,Mumbai City
Zaheer Randhawa,9697733475,zaheerrandhawa@nexora.in,farm123,Savner,Nagpur
Ramchandra Bhosale,6154321439,ramchandrabhos@nexora.in,farm123,Dadar,Mumbai City
Sunanda Rathod,7348212946,sunandarathod@nexora.in,farm123,Mhasala,Raigad
Keshav Solanke,6551361705,keshavsolanke@nexora.in,farm123,Mohadi,Bhandara
Neelam Bansode,7078141409,neelambansode@nexora.in,farm123,Paranda,Dharashiv (Osmanabad)
Jagdish Sable,6250832731,jagdishsable@nexora.in,farm123,Shegaon,Buldhana
Usha Suryawanshi,7342017493,ushasuryawansh@nexora.in,farm123,Lakhandur,Bhandara
Manohar Pardeshi,7298456912,manoharpardesh@nexora.in,farm123,Solapur North,Solapur
Popat Sathe,7821150165,popatsathe@nexora.in,farm123,Jalgaon,Jalgaon
Maruti Sathe,7580848673,marutisathe@nexora.in,farm123,Pune City,Pune
Yashwant Solanke,6875087960,yashwantsolank@nexora.in,farm123,Tasgaon,Sangli
Rupali Ghorpade,9096955407,rupalighorpade@nexora.in,farm123,Shrivardhan,Raigad
Dilip Yeole,9915885332,dilipyeole@nexora.in,farm123,Nilanga,Latur
Amol Mahajan,9076905116,amolmahajan@nexora.in,farm123,Yawal,Jalgaon
Yashwant Satpute,7346566503,yashwantsatput@nexora.in,farm123,Rajura,Chandrapur
Rekha Kale,7537236408,rekhakale@nexora.in,farm123,Zari Jamani,Yavatmal
Kailas Kale,6597672471,kailaskale@nexora.in,farm123,Hadgaon,Nanded
Balasaheb Suryawanshi,9978147992,balasahebsurya@nexora.in,farm123,Patur,Akola
Shrikant Chougule,9406183124,shrikantchougu@nexora.in,farm123,Deoni,Latur
Neelam Tupe,9032190777,neelamtupe2@nexora.in,farm123,Uran,Raigad
Prakash Pardeshi,7140567084,prakashpardesh@nexora.in,farm123,Jafrabad,Jalna
Seema Satpute,8342563263,seemasatpute@nexora.in,farm123,Kurla,Mumbai Suburban
Madhuri Bhosale,6930356347,madhuribhosale@nexora.in,farm123,Vaijapur,Chhatrapati Sambhajinagar (Aurangabad)
Shobha Bansode,8768667991,shobhabansode@nexora.in,farm123,Malegaon,Washim
Vimal Shinde,6632154482,vimalshinde@nexora.in,farm123,Sadak-Arjuni,Gondia
Kalpana Gadhave,9665744137,kalpanagadhave@nexora.in,farm123,Palam,Parbhani
Anil Sathe,8789266445,anilsathe@nexora.in,farm123,Pen,Raigad
Narayan Chougule,8543488409,narayanchougul2@nexora.in,farm123,Latur,Latur
Yashwant More,9757841420,yashwantmore2@nexora.in,farm123,Parel,Mumbai City
Kamal Shelke,8224939329,kamalshelke@nexora.in,farm123,Shahapur,Thane
Bandu Holkar,9928282232,banduholkar@nexora.in,farm123,Deori,Gondia
Narayan Zende,8448467049,narayanzende@nexora.in,farm123,Wai,Satara
Vithal Pawar,6117847346,vithalpawar@nexora.in,farm123,Arni,Yavatmal
Vinod Waghmare,6120504154,vinodwaghmare@nexora.in,farm123,Atpadi,Sangli
Krushna Jagtap,7360848800,krushnajagtap@nexora.in,farm123,Pathri,Parbhani
Ravi Gaikwad,7280815221,ravigaikwad@nexora.in,farm123,Karanja,Washim
Nanda Bhandare,6571886546,nandabhandare@nexora.in,farm123,Sangrampur,Buldhana
Sanjay Yeole,9684636889,sanjayyeole@nexora.in,farm123,Vada,Palghar
Baban Takawale,6349942038,babantakawale@nexora.in,farm123,Jat,Sangli
Manisha Damle,7692661878,manishadamle@nexora.in,farm123,Gangapur,Chhatrapati Sambhajinagar (Aurangabad)
Sindhu Deshmukh,6173681851,sindhudeshmukh@nexora.in,farm123,Mouda,Nagpur
Mangesh Fadnavis,9623089648,mangeshfadnavi@nexora.in,farm123,Chandrapur,Chandrapur
Madhuri Salunkhe,7005395334,madhurisalunkh@nexora.in,farm123,Mhasala,Raigad
Yashwant Borate,9537736551,yashwantborate@nexora.in,farm123,Jalna,Jalna
Mangal Bhosale,8498873533,mangalbhosale@nexora.in,farm123,Pathardi,Ahilyanagar (Ahmednagar)
Ishwar Mane,7076796590,ishwarmane@nexora.in,farm123,Mohol,Solapur
