name,mobile,email,password,taluka,district,companyName
Ashok Gaikwad,9040724555,jankalyanchikooe@nexora.in,buy123,Talasari,Palghar,Jankalyan Chikoo Exports
Tanaji Suryawanshi,6732436165,mulamuthahaldiud@nexora.in,buy123,Hingoli,Hingoli,Mula-Mutha Haldi Udyog
Sunil Mane,8785790778,ashokacottonginn@nexora.in,buy123,Bhokardan,Jalna,Ashoka Cotton Ginning & Pressing
Ramesh Ubale,7170424878,nutansoyaprocess3@nexora.in,buy123,Sindkhed Raja,Buldhana,Nutan Soya Processors
Ramesh Bhosale,9669472583,someshwarcoopera@nexora.in,buy123,Tuljapur,Dharashiv (Osmanabad),Someshwar Cooperative Sugar Karkhana
Ravindra Patil,8686090570,uttamsunflowertr@nexora.in,buy123,Dharur,Beed,Uttam Sunflower Traders
Jyoti More,6390996030,saihapusexportsp@nexora.in,buy123,Vaibhavwadi,Sindhudurg,Sai Hapus Exports Pvt Ltd
Namdev Patil,8571761863,manassugarfactor2@nexora.in,buy123,Patoda,Beed,Manas Sugar Factory
Ajit Jagtap,7637453604,jaibhavanitextil@nexora.in,buy123,Saoli,Chandrapur,Jai Bhavani Textiles Pvt Ltd
Suresh Hande,9506104729,vaibhavsoybeantr@nexora.in,buy123,Tuljapur,Dharashiv (Osmanabad),Vaibhav Soybean Traders
Neelam Zaware,8397317727,shreecooperative2@nexora.in,buy123,Osmanabad,Dharashiv (Osmanabad),Shree Cooperative Sugar Karkhana
Ravindra Waghmare,9497992248,shreecottontrade@nexora.in,buy123,Sindkheda,Dhule,Shree Cotton Traders
Sunita Gawali,9354034866,vijayfruitexport@nexora.in,buy123,Nevasa,Ahilyanagar (Ahmednagar),Vijay Fruit Exports Pvt Ltd
Seema Borate,6499054839,renukabetelnutex@nexora.in,buy123,Dodamarg,Sindhudurg,Renuka Betelnut Exports
Anita Shelke,6028112009,renukasoyaproces@nexora.in,buy123,Sindkhed Raja,Buldhana,Renuka Soya Processors
Pravin Chougule,6952146702,rajlaxmiricetrad@nexora.in,buy123,Ambarnath,Thane,Rajlaxmi Rice Traders Pvt Ltd
Anjali Holkar,6536657194,vitthalsahakaris@nexora.in,buy123,Palus,Sangli,Vitthal Sahakari Sakhar Karkhana
Prakash Chougule,8792883858,waranafoodsexpor@nexora.in,buy123,Malad,Mumbai Suburban,Warana Foods & Exports Pvt Ltd
Rajesh Shinde,9409319254,bhairavnathfoods@nexora.in,buy123,Malad,Mumbai Suburban,Bhairavnath Foods & Exports Pvt Ltd
Kiran Chavan,6139860017,mulamuthasugarfa@nexora.in,buy123,Rahata,Ahilyanagar (Ahmednagar),Mula-Mutha Sugar Factory
Kiran Joshi,7759207569,santtukaramricem@nexora.in,buy123,Sakoli,Bhandara,Sant Tukaram Rice Mills
Yogesh Dhumal,9511412008,sundarbankandavy@nexora.in,buy123,Chandwad,Nashik,Sundarban Kanda Vyapari Sangh
Deepak Rane,8219994716,kisanfoodgrainsp@nexora.in,buy123,Pen,Raigad,Kisan Foodgrains Pvt Ltd
Sunita Gaikwad,9457517653,waingangadalmill@nexora.in,buy123,Chakur,Latur,Wainganga Dal Mills
Prakash Shelke,8876374595,priyaricetraders@nexora.in,buy123,Chamorshi,Gadchiroli,Priya Rice Traders Pvt Ltd
Dilip Powar,6817886331,pragatisahakaris2@nexora.in,buy123,Maan,Satara,Pragati Sahakari Sakhar Karkhana
Suresh Shelke,8833591842,nutankokumproces@nexora.in,buy123,Devgad,Sindhudurg,Nutan Kokum Processing Co.
Nanda Deshpande,9771149901,pravaracottonmil@nexora.in,buy123,Chikhli,Buldhana,Pravara Cotton Mills Ltd
Pravin Solanke,8646547763,kisancottontrade@nexora.in,buy123,Jalna,Jalna,Kisan Cotton Traders
Nanda Salunkhe,6948219935,shivshaktikajuud@nexora.in,buy123,Devgad,Sindhudurg,Shivshakti Kaju Udyog
Popat Shelke,9016862033,nutanagroexports@nexora.in,buy123,Bhiwandi,Thane,Nutan Agro Exports Pvt Ltd
Sanjay Holkar,7256294359,pavanaonionveget@nexora.in,buy123,Purandhar,Pune,Pavana Onion & Vegetable Traders
Popat Sable,8901646839,ganeshmishtanbha@nexora.in,buy123,Bhokardan,Jalna,Ganesh Mishtan Bhandar
Ravindra Zaware,6228975912,purnavalleycotto3@nexora.in,buy123,Aundha Nagnath,Hingoli,Purna Valley Cotton Traders
Vijay Patil,6883873716,rameshfoodsexpor@nexora.in,buy123,Fort,Mumbai City,Ramesh Foods & Exports Pvt Ltd
Rajesh Rane,6967417510,shivshakticashew@nexora.in,buy123,Vaibhavwadi,Sindhudurg,Shivshakti Cashew Processors
Anand Solanke,7996810394,godavaricooperat@nexora.in,buy123,Panhala,Kolhapur,Godavari Cooperative Sugar Karkhana
Vinod Patil,6346997511,ghodagrotradingc@nexora.in,buy123,Fort,Mumbai City,Ghod Agro Trading Co.
Dilip Wagh,9167614919,prithvirajsoyapr@nexora.in,buy123,Basmath,Hingoli,Prithviraj Soya Processors
Archana Sathe,8446515998,sahakartextilesp2@nexora.in,buy123,Ashti,Wardha,Sahakar Textiles Pvt Ltd
Anjali More,7896331468,sahakaragrotechp@nexora.in,buy123,Byculla,Mumbai City,Sahakar AgroTech Pvt Ltd
Tanaji Zaware,9706190863,jaibhavanitextil2@nexora.in,buy123,Babhulgaon,Yavatmal,Jai Bhavani Textiles Pvt Ltd
Balasaheb Kadam,8065410859,sundarbanseedspv@nexora.in,buy123,Aurangabad,Chhatrapati Sambhajinagar (Aurangabad),Sundarban Seeds Pvt Ltd
Raghunath Fadnavis,6182893402,sinhagadcooperat@nexora.in,buy123,Ambegaon,Pune,Sinhagad Cooperative Sugar Karkhana
Chandrakant Sathe,7112197395,mangalmurtiagroi2@nexora.in,buy123,Ahmedpur,Latur,Mangalmurti Agro Industries
Prakash Rathod,7486176656,shivshaktiagrote2@nexora.in,buy123,Parel,Mumbai City,Shivshakti AgroTech Pvt Ltd
Madhuri Kadam,9847010613,shivshakticotton3@nexora.in,buy123,Talode,Nandurbar,Shivshakti Cotton Mills Ltd
Rahul Nikam,8461769610,godavarisahakari@nexora.in,buy123,Wai,Satara,Godavari Sahakari Sakhar Karkhana
Vijay Thorat,7624562418,laxmicottontrade@nexora.in,buy123,Bhusawal,Jalgaon,Laxmi Cotton Traders
Mangesh Shinde,7913425808,harihareshwarcot3@nexora.in,buy123,Deulgaon Raja,Buldhana,Harihareshwar Cotton Ginning & Pressing
Manisha Kadam,7006624264,laxmicopraoilmil@nexora.in,buy123,Panvel,Raigad,Laxmi Copra & Oil Mills
Umesh Waghmare,7712606518,purnavalleyanart@nexora.in,buy123,Akole,Ahilyanagar (Ahmednagar),Purna Valley Anar Traders
Seema Vhatkar,8280340757,amrutavineyards@nexora.in,buy123,Dindori,Nashik,Amruta Vineyards
Ravindra Nikam,7536003950,sinhagadfloritec@nexora.in,buy123,Shirur,Pune,Sinhagad Floritech Exports
Vijay Fadnavis,8878458842,jagdambaagroindu@nexora.in,buy123,Sengaon,Hingoli,Jagdamba Agro Industries
Balasaheb Ubale,9865635515,bhairavgadfisher@nexora.in,buy123,Roha,Raigad,Bhairavgad Fisheries Pvt Ltd
Balasaheb Randhawa,9175310363,adityaorangeproc@nexora.in,buy123,Warud,Amravati,Aditya Orange Processing Co.
Dattatray Lokhande,8664306441,rushikeshmishtan@nexora.in,buy123,Gangapur,Chhatrapati Sambhajinagar (Aurangabad),Rushikesh Mishtan Bhandar
Sachin Patil,7548138636,vaishnaviorangep2@nexora.in,buy123,Samudrapur,Wardha,Vaishnavi Orange Processing Co.
Pravin Shinde,9904156812,shivshaktialphon@nexora.in,buy123,Ulhasnagar,Thane,Shivshakti Alphonso Exports
Pravin Rane,6625215589,rajhansonionvege@nexora.in,buy123,Deola,Nashik,Rajhans Onion & Vegetable Traders
Meera Salunkhe,6108698629,godavarivalleyri@nexora.in,buy123,Panvel,Raigad,Godavari Valley Rice Traders Pvt Ltd
Bapurao Pawar,9305475163,ekvirasugarmills2@nexora.in,buy123,Dharur,Beed,Ekvira Sugar Mills Ltd
Nanda Ghorpade,7895375695,vijaysugarspvtlt@nexora.in,buy123,Tasgaon,Sangli,Vijay Sugars Pvt Ltd
Yogesh Ubale,8135117668,shreecooperative@nexora.in,buy123,Soegaon,Chhatrapati Sambhajinagar (Aurangabad),Shree Cooperative Sugar Karkhana
Milind Gadhave,6571297826,ganrajcottonginn@nexora.in,buy123,Dhule,Dhule,Ganraj Cotton Ginning & Pressing
Kavita Kulkarni,7793487923,amrutasahakarisa@nexora.in,buy123,Akkalkot,Solapur,Amruta Sahakari Sakhar Karkhana
Balasaheb Takawale,8544132947,tuljabhavanirice@nexora.in,buy123,Mohadi,Bhandara,Tulja Bhavani Rice Mills
Pravin Kale,9894606033,saiagroindustrie@nexora.in,buy123,Parbhani,Parbhani,Sai Agro Industries
Shrikant Zaware,7093243167,rushikeshfruittr@nexora.in,buy123,Nandurbar,Nandurbar,Rushikesh Fruit Traders Pvt Ltd
Ravindra Chougule,8609427424,padmavaticoopera@nexora.in,buy123,Jat,Sangli,Padmavati Cooperative Sugar Karkhana
Yogesh Vhatkar,9022471993,rajmatahapusexpo@nexora.in,buy123,Karjat,Raigad,Rajmata Hapus Exports Pvt Ltd
Vasant Jadhav,7877794470,utkarshakelavyap@nexora.in,buy123,Muktainagar,Jalgaon,Utkarsha Kela Vyapari
Sanjay Yadav,9433062965,jagdambaspicetra@nexora.in,buy123,Kadegaon,Sangli,Jagdamba Spice Traders
Kavita Gawali,6573165775,kavericottontrad2@nexora.in,buy123,Deoli,Wardha,Kaveri Cotton Traders
Kalpana Bhagat,9250642853,shubhamcottontra2@nexora.in,buy123,Digras,Yavatmal,Shubham Cotton Traders
Sunil More,9519256518,digvijaysahakari@nexora.in,buy123,Akkalkot,Solapur,Digvijay Sahakari Sakhar Karkhana
Vinod Gadhave,8316512447,mulamuthacottonm2@nexora.in,buy123,Mukhed,Nanded,Mula-Mutha Cotton Mills Ltd
Milind Kale,9780083740,shivshaktiagrote@nexora.in,buy123,Borivali,Mumbai Suburban,Shivshakti AgroTech Pvt Ltd
Sarika Gawali,7222913091,ganrajagrotechpv2@nexora.in,buy123,Dadar,Mumbai City,Ganraj AgroTech Pvt Ltd
Jyoti Mahajan,7185922638,lokmangalspicetr@nexora.in,buy123,Risod,Washim,Lokmangal Spice Traders
Kiran Damle,8618957445,sarthiagroindust@nexora.in,buy123,Kalamb,Dharashiv (Osmanabad),Sarthi Agro Industries
Dilip Kadam,6601957964,deccanspicetrade@nexora.in,buy123,Biloli,Nanded,Deccan Spice Traders
Deepak Ghorpade,7109312569,krishnavalleyhal@nexora.in,buy123,Washim,Washim,Krishna Valley Haldi Udyog
Kalpana Yadav,7091769813,bhagwandalmills@nexora.in,buy123,Shirur Anantpal,Latur,Bhagwan Dal Mills
Ravindra Zaware,6523097173,yashwantberryfoo@nexora.in,buy123,Patan,Satara,Yashwant Berry Foods Pvt Ltd
Eknath Holkar,9774752699,krantioniontrade@nexora.in,buy123,Bhor,Pune,Kranti Onion Traders
Vinod Sable,9855212131,tirupatiagrotech@nexora.in,buy123,Parel,Mumbai City,Tirupati AgroTech Pvt Ltd
Tanaji More,6590600480,bhimaricetraders3@nexora.in,buy123,Armori,Gadchiroli,Bhima Rice Traders Pvt Ltd
Snehal Gaikwad,6313381236,tapisoybeantrade@nexora.in,buy123,Sailu,Parbhani,Tapi Soybean Traders
Sachin Joshi,8423124279,rushikeshfoodgra@nexora.in,buy123,Jawhar,Palghar,Rushikesh Foodgrains Pvt Ltd
Shankar Mahajan,7455173855,vishwasricemills@nexora.in,buy123,Mohadi,Bhandara,Vishwas Rice Mills
Pooja More,9438240677,samratsugarfacto@nexora.in,buy123,Chandgad,Kolhapur,Samrat Sugar Factory
Gopichand Bhagat,9814981297,godavarivalleypa@nexora.in,buy123,Talode,Nandurbar,Godavari Valley Papaya Exports
Deepak Zaware,8692329887,rameshagroexport@nexora.in,buy123,Maan,Satara,Ramesh Agro Exports Pvt Ltd
Baburao Jadhav,8177984111,bhagwanfoodgrain@nexora.in,buy123,Tumsar,Bhandara,Bhagwan Foodgrains Pvt Ltd
Dilip Sable,8422091785,uttamturmericpro@nexora.in,buy123,Deglur,Nanded,Uttam Turmeric Processing Co.
Shivaji Chougule,6237868358,ashirwadoilmills@nexora.in,buy123,Jalkot,Latur,Ashirwad Oil Mills Pvt Ltd
Bharat Holkar,7985715771,priyacottontrade2@nexora.in,buy123,Arvi,Wardha,Priya Cotton Traders
Vijay Ghorpade,6809346165,malharcottonginn3@nexora.in,buy123,Majalgaon,Beed,Malhar Cotton Ginning & Pressing
Prashant Ghorpade,7865136471,purnavalleysoybe@nexora.in,buy123,Khamgaon,Buldhana,Purna Valley Soybean Traders
Hanumant Deshpande,7379504480,sinhagadkandavya@nexora.in,buy123,Sindkheda,Dhule,Sinhagad Kanda Vyapari Sangh
Vinod Kadam,9412282891,khandobagroundnu@nexora.in,buy123,Erandol,Jalgaon,Khandoba Groundnut Traders
Mangesh Rane,7671717311,shivneriricetrad2@nexora.in,buy123,Amgaon,Gondia,Shivneri Rice Traders Pvt Ltd
Deepak Kadam,7211400861,harihareshwaragr@nexora.in,buy123,Jalna,Jalna,Harihareshwar Agri Seeds Co.
Vijay Holkar,6471213455,annapurnacottong@nexora.in,buy123,Jalgaon Jamod,Buldhana,Annapurna Cotton Ginning & Pressing
Prakash Gawali,6369173975,shivshaktiricetr@nexora.in,buy123,Panvel,Raigad,Shivshakti Rice Traders Pvt Ltd
Nitin More,8128074305,ghodonionvegetab@nexora.in,buy123,Akole,Ahilyanagar (Ahmednagar),Ghod Onion & Vegetable Traders
Jyoti Shinde,7947429604,annapurnaricemil@nexora.in,buy123,Etapalli,Gadchiroli,Annapurna Rice Mills
Rekha Suryawanshi,8498791579,adarshfruitexpor2@nexora.in,buy123,Karjat,Ahilyanagar (Ahmednagar),Adarsh Fruit Exports Pvt Ltd
Ganesh Thorat,6986407323,panchvatifruitpr@nexora.in,buy123,Maan,Satara,Panchvati Fruit Preserves Co.
Meera Ghorpade,7569990885,pragatisahakaris@nexora.in,buy123,Ajra,Kolhapur,Pragati Sahakari Sakhar Karkhana
Ravindra Jadhav,9457342722,omtextilespvtltd@nexora.in,buy123,Shirur-Kasar,Beed,Om Textiles Pvt Ltd
Kalpana Gaikwad,7777495187,chandracottontra2@nexora.in,buy123,Yawal,Jalgaon,Chandra Cotton Traders
Rupali Gawali,9858059418,mahindracottonmi@nexora.in,buy123,Bhadgaon,Jalgaon,Mahindra Cotton Mills Ltd
Snehal Dhumal,7795289892,santtukaramfruit2@nexora.in,buy123,Dhadgaon,Nandurbar,Sant Tukaram Fruit Traders Pvt Ltd
Kiran Suryawanshi,9046199443,purnavalleyfruit@nexora.in,buy123,Shahada,Nandurbar,Purna Valley Fruit Traders Pvt Ltd
Vishal Randhawa,6012214985,jankalyansoyapro@nexora.in,buy123,Loha,Nanded,Jankalyan Soya Processors
Rahul Suryawanshi,6488445368,krantisitaphaltr@nexora.in,buy123,Parli,Beed,Kranti Sitaphal Traders
Ashok Pawar,8810248109,nutanfisheriespv@nexora.in,buy123,Chiplun,Ratnagiri,Nutan Fisheries Pvt Ltd
Rajendra Deshmukh,8046335356,marathaagroindus@nexora.in,buy123,Parbhani,Parbhani,Maratha Agro Industries
Neelam Suryawanshi,9949785101,waranaagrotradin@nexora.in,buy123,Malad,Mumbai Suburban,Warana Agro Trading Co.
Mangesh Bhandare,7265610513,rajgadoilmillspv@nexora.in,buy123,Wadwani,Beed,Rajgad Oil Mills Pvt Ltd
Shankar Sathe,6574785645,vithobacooperati2@nexora.in,buy123,Pune City,Pune,Vithoba Cooperative Sugar Karkhana
Ashok Deshmukh,9586211065,krishnavalleyhap@nexora.in,buy123,Ratnagiri,Ratnagiri,Krishna Valley Hapus Exports Pvt Ltd
Dattatray Powar,7388692976,adityacottonginn@nexora.in,buy123,Arni,Yavatmal,Aditya Cotton Ginning & Pressing
Vishal Borate,8492790559,nilkanthorangepr@nexora.in,buy123,Chandur,Amravati,Nilkanth Orange Processing Co.
Anita Pawar,8875749118,godavarihapusexp@nexora.in,buy123,Sawantwadi,Sindhudurg,Godavari Hapus Exports Pvt Ltd
Mahendra Vhatkar,7413377848,godavarisugarspv@nexora.in,buy123,Phulambri,Chhatrapati Sambhajinagar (Aurangabad),Godavari Sugars Pvt Ltd
Baburao Nalawade,8252357233,renukaagrotradin@nexora.in,buy123,Malad,Mumbai Suburban,Renuka Agro Trading Co.
Prashant Damle,8138150241,sureshcottonmill@nexora.in,buy123,Mudkhed,Nanded,Suresh Cotton Mills Ltd
Dilip Salunkhe,7287286188,navnathchikooexp@nexora.in,buy123,Vada,Palghar,Navnath Chikoo Exports
Popat Solanke,7053811075,krishnavalleyoni@nexora.in,buy123,Nevasa,Ahilyanagar (Ahmednagar),Krishna Valley Onion & Vegetable Traders
Chandrakant Fadnavis,6191776195,samruddhiagrotra@nexora.in,buy123,Colaba,Mumbai City,Samruddhi Agro Trading Co.
Vijay Lokhande,7090626720,mangalmurtisugar2@nexora.in,buy123,Maval,Pune,Mangalmurti Sugar Mills Ltd
Anjali Ubale,9045008137,vijaydurgorangep@nexora.in,buy123,Hinganghat,Wardha,Vijaydurg Orange Processing Co.
Rupali Thorat,9591147454,bhairavgadfoodse@nexora.in,buy123,Malad,Mumbai Suburban,Bhairavgad Foods & Exports Pvt Ltd
Vishal Shelke,9722456325,godavaricashewex2@nexora.in,buy123,Sawantwadi,Sindhudurg,Godavari Cashew Exports Pvt Ltd
Ajit Shinde,8586822163,sinnaragroindust@nexora.in,buy123,Osmanabad,Dharashiv (Osmanabad),Sinnar Agro Industries
Mahendra Kadam,7855351675,deccanricetrader@nexora.in,buy123,Lakhani,Bhandara,Deccan Rice Traders Pvt Ltd
Pravin Chougule,6162642317,kisanoilmillspvt@nexora.in,buy123,Udgir,Latur,Kisan Oil Mills Pvt Ltd
Manisha Bhagat,8306150584,samratoilmillspv@nexora.in,buy123,Nandura,Buldhana,Samrat Oil Mills Pvt Ltd
Deepak Zaware,6296700089,adarshfruitexpor@nexora.in,buy123,Ambajogai,Beed,Adarsh Fruit Exports Pvt Ltd
Sunil Dhumal,8104649436,tirupaticottongi@nexora.in,buy123,Buldhana,Buldhana,Tirupati Cotton Ginning & Pressing
Hanumant Waghmare,8406948042,rameshfruitprese@nexora.in,buy123,Satara,Satara,Ramesh Fruit Preserves Co.
Rahul Jagtap,9383754395,rajgadbedanaexpo@nexora.in,buy123,Jat,Sangli,Rajgad Bedana Exports Pvt Ltd
Snehal Powar,7480686167,konkansugarmills@nexora.in,buy123,Solapur North,Solapur,Konkan Sugar Mills Ltd
Mahendra Yadav,6358857095,vijaydurghaldiud@nexora.in,buy123,Nanded,Nanded,Vijaydurg Haldi Udyog
Madhuri Chavan,6595827852,mangalmurtioilmi@nexora.in,buy123,Shegaon,Buldhana,Mangalmurti Oil Mills Pvt Ltd
Nitin Waghmare,9174135346,prithvirajmangot@nexora.in,buy123,Shahapur,Thane,Prithviraj Mango Traders
Suresh Nikam,8069521023,waranasoyaproces@nexora.in,buy123,Naigaon,Nanded,Warana Soya Processors
Sarika Salunkhe,9896254072,yashwantchikooex@nexora.in,buy123,Vada,Palghar,Yashwant Chikoo Exports
Suresh Vhatkar,6693664677,vinayakcottonmil@nexora.in,buy123,Nandura,Buldhana,Vinayak Cotton Mills Ltd
Sanjay Nalawade,8271601755,santtukaramsantr@nexora.in,buy123,Hingna,Nagpur,Sant Tukaram Santra Traders
Swati Yadav,7276945298,ganeshfoodgrains@nexora.in,buy123,Lakhandur,Bhandara,Ganesh Foodgrains Pvt Ltd
Chandrakant Chougule,8934450919,panchvaticitruse@nexora.in,buy123,Nagpur Rural,Nagpur,Panchvati Citrus Exports Pvt Ltd
Rahul More,9933122406,bhagwansoyaproce@nexora.in,buy123,Ahmedpur,Latur,Bhagwan Soya Processors
Rahul Mahajan,7657193657,pragaticashewpro@nexora.in,buy123,Lanja,Ratnagiri,Pragati Cashew Processors
Namdev Bhosale,9734187886,tuljabhavanifrui2@nexora.in,buy123,Amalner,Jalgaon,Tulja Bhavani Fruit Traders Pvt Ltd
Chandrakant Salunkhe,9710254766,navjeevanricetra2@nexora.in,buy123,Amgaon,Gondia,Navjeevan Rice Traders Pvt Ltd
Sarika Ubale,7512728781,ombedanaexportsp@nexora.in,buy123,Khanapur,Sangli,Om Bedana Exports Pvt Ltd
Sunil Gadhave,7620070778,saigrainsmaizetr@nexora.in,buy123,Sakri,Dhule,Sai Grains & Maize Traders
Sunil Takawale,7590036703,godavarivalleytu2@nexora.in,buy123,Mangrulpir,Washim,Godavari Valley Turmeric Processing Co.
Yogesh Ghorpade,8871145706,godavaricashewex@nexora.in,buy123,Vaibhavwadi,Sindhudurg,Godavari Cashew Exports Pvt Ltd
Vandana Holkar,7246232120,digvijayricemill@nexora.in,buy123,Jawhar,Palghar,Digvijay Rice Mills
Neelam Yadav,7940666645,yashwantagrotech@nexora.in,buy123,Malad,Mumbai Suburban,Yashwant AgroTech Pvt Ltd
Vishal Ubale,9947065898,navnathcooperati@nexora.in,buy123,Bhum,Dharashiv (Osmanabad),Navnath Cooperative Sugar Karkhana
Deepak Khedkar,6985196094,vitthalpulsestra@nexora.in,buy123,Jalkot,Latur,Vitthal Pulses Traders Pvt Ltd
Suresh Thorat,9213596311,malharfruitexpor@nexora.in,buy123,Madha,Solapur,Malhar Fruit Exports Pvt Ltd
Raghunath Lokhande,9935125447,sinnaragroexport@nexora.in,buy123,Bhor,Pune,Sinnar Agro Exports Pvt Ltd
Suresh Mahajan,8585221443,nutanricemills@nexora.in,buy123,Tumsar,Bhandara,Nutan Rice Mills
Bapurao Vhatkar,7102178989,vishwastextilesp@nexora.in,buy123,Nandgaon Khandeshwar,Amravati,Vishwas Textiles Pvt Ltd
Kiran Joshi,8803371295,vaibhavtextilesp2@nexora.in,buy123,Kelapur,Yavatmal,Vaibhav Textiles Pvt Ltd
Prashant Rane,7888660935,pravarafoodgrain@nexora.in,buy123,Palghar,Palghar,Pravara Foodgrains Pvt Ltd
Jyoti Nalawade,8955414127,ashokasoyaproces2@nexora.in,buy123,Kalamnuri,Hingoli,Ashoka Soya Processors
Nitin Thorat,8548318563,shivshaktiagroin@nexora.in,buy123,Kalamb,Dharashiv (Osmanabad),Shivshakti Agro Industries
Anand Ubale,6765056875,priyasoyaprocess@nexora.in,buy123,Malegaon,Washim,Priya Soya Processors
Rahul Holkar,7640811483,saraswatisoyapro@nexora.in,buy123,Purna,Parbhani,Saraswati Soya Processors
Deepak Shinde,8893643900,sinhagadricemill@nexora.in,buy123,Vikramgad,Palghar,Sinhagad Rice Mills
Shobha Kulkarni,8367797522,sureshsugarmills@nexora.in,buy123,Pandharpur,Solapur,Suresh Sugar Mills Ltd
Prakash Gaikwad,8386450738,sundarbancitruse@nexora.in,buy123,Nagpur Urban,Nagpur,Sundarban Citrus Exports Pvt Ltd
Neelam Pawar,9523965511,ektasugarmillslt@nexora.in,buy123,Paranda,Dharashiv (Osmanabad),Ekta Sugar Mills Ltd
Madhuri Joshi,6261939152,sinhagadcottonmi@nexora.in,buy123,Zari Jamani,Yavatmal,Sinhagad Cotton Mills Ltd
Namdev Khedkar,8974528965,shivshaktiagrotr@nexora.in,buy123,Malad,Mumbai Suburban,Shivshakti Agro Trading Co.
Dattatray Powar,6398496331,sahyadritextiles@nexora.in,buy123,Jalna,Jalna,Sahyadri Textiles Pvt Ltd
Rajesh Sable,7813396922,chhatrapatifoodg@nexora.in,buy123,Lakhandur,Bhandara,Chhatrapati Foodgrains Pvt Ltd
Anita Solanke,9936467031,kalikaforestprod@nexora.in,buy123,Sironcha,Gadchiroli,Kalika Forest Produce Traders
Vasant Patil,6225642671,shrishtioilmills@nexora.in,buy123,Nilanga,Latur,Shrishti Oil Mills Pvt Ltd
Popat Mahajan,9854026015,priyaberryfoodsp@nexora.in,buy123,Khandala,Satara,Priya Berry Foods Pvt Ltd
Jyoti Chavan,8943638701,rajmatacottongin@nexora.in,buy123,Malegaon,Washim,Rajmata Cotton Ginning & Pressing
Kiran Rathod,7178410782,sanmansugarspvtl@nexora.in,buy123,Shrirampur,Ahilyanagar (Ahmednagar),Sanman Sugars Pvt Ltd
Dattatray Deshmukh,8276506608,niraoilmillspvtl2@nexora.in,buy123,Paranda,Dharashiv (Osmanabad),Nira Oil Mills Pvt Ltd
Dilip Damle,8653273274,pragatiturmericp@nexora.in,buy123,Kavathemahankal,Sangli,Pragati Turmeric Processing Co.
Swati Chougule,7094306546,mulamuthagulbhan@nexora.in,buy123,Gaganbawada,Kolhapur,Mula-Mutha Gul Bhandar
Rajendra Salunkhe,7258276182,rajendraonionveg@nexora.in,buy123,Sindkheda,Dhule,Rajendra Onion & Vegetable Traders
Gopal Deshpande,7762821836,bhimabananaexpor@nexora.in,buy123,Nandurbar,Nandurbar,Bhima Banana Exports
Rahul Deshmukh,8050388253,vishwascottonmil3@nexora.in,buy123,Sindkheda,Dhule,Vishwas Cotton Mills Ltd
Gopal Rathod,8116372651,pavanacoconuttra@nexora.in,buy123,Pen,Raigad,Pavana Coconut Traders
Shankar Nalawade,6530701233,krishnasugarmill@nexora.in,buy123,Karvir,Kolhapur,Krishna Sugar Mills Ltd
Vishal Chavan,9298156087,saraswationiontr@nexora.in,buy123,Chandwad,Nashik,Saraswati Onion Traders
Meera More,9192396937,ganeshtextilespv@nexora.in,buy123,Sakri,Dhule,Ganesh Textiles Pvt Ltd
Baburao Vhatkar,7124577072,mahindrasugarmil@nexora.in,buy123,Khatav,Satara,Mahindra Sugar Mills Ltd
Rupali Gadhave,8785870956,bhagwanricemills@nexora.in,buy123,Kurkheda,Gadchiroli,Bhagwan Rice Mills
Manisha Takawale,7431967466,khandobaseedspvt@nexora.in,buy123,Partur,Jalna,Khandoba Seeds Pvt Ltd
Vinod Pawar,6866929711,rajlaxmifoodgrai@nexora.in,buy123,Dhanora,Gadchiroli,Rajlaxmi Foodgrains Pvt Ltd
Shobha Solanke,6801662879,padmavatisoyapro@nexora.in,buy123,Kinwat,Nanded,Padmavati Soya Processors
Amol Jadhav,7861905133,mahindraricemill@nexora.in,buy123,Murud,Raigad,Mahindra Rice Mills
Seema Bhagat,9423245586,indrayanisugarmi@nexora.in,buy123,Majalgaon,Beed,Indrayani Sugar Mills Ltd
Meera Hande,8340392270,girnaroniontrade@nexora.in,buy123,Sakri,Dhule,Girnar Onion Traders
Vishal Rathod,9848785389,krantisoybeantra@nexora.in,buy123,Basmath,Hingoli,Kranti Soybean Traders
Kavita Fadnavis,8992223519,pragatiturmericp2@nexora.in,buy123,Kinwat,Nanded,Pragati Turmeric Processing Co.
Vinod Suryawanshi,9076913823,ajinkyasuparitra@nexora.in,buy123,Poladpur,Raigad,Ajinkya Supari Traders
Anand Thorat,9474609358,sureshbedanaexpo@nexora.in,buy123,Atpadi,Sangli,Suresh Bedana Exports Pvt Ltd
Gopal Wagh,9248116165,samruddhicoopera@nexora.in,buy123,Ambegaon,Pune,Samruddhi Cooperative Sugar Karkhana
Prakash Gadhave,8038694033,kalikasantratrad@nexora.in,buy123,Daryapur,Amravati,Kalika Santra Traders
Kiran Takawale,9260904628,ganeshfoodgrains2@nexora.in,buy123,Sindewahi,Chandrapur,Ganesh Foodgrains Pvt Ltd
Rekha Borate,6171976474,kaveriricetrader@nexora.in,buy123,Tiroda,Gondia,Kaveri Rice Traders Pvt Ltd
Gopichand Kale,7015179715,girnarricemills2@nexora.in,buy123,Gondia,Gondia,Girnar Rice Mills
Bapurao Sathe,6090980870,annapurnahaldiud@nexora.in,buy123,Hingoli,Hingoli,Annapurna Haldi Udyog
